name,proc_id,njss_url,address,categories,open_count,total_count,result_count
南越清掃組合,8430,https://www2.njss.info/organizations/proc/8430,福井県,地方公共団体|市役所関連団体,0,14,0
公立丹南病院組合,8434,https://www2.njss.info/organizations/proc/8434,福井県,地方公共団体|市役所関連団体,0,33,27
東山梨行政事務組合,8436,https://www2.njss.info/organizations/proc/8436,山梨県,地方公共団体|市役所関連団体,0,13,11
甲府地区広域行政事務組合,8438,https://www2.njss.info/organizations/proc/8438,山梨県,地方公共団体|市役所関連団体,0,24,17
甲府・峡東地域ごみ処理施設事務組合,8442,https://www2.njss.info/organizations/proc/8442,山梨県,地方公共団体|市役所関連団体,0,1,1
川西保健衛生施設組合,8444,https://www2.njss.info/organizations/proc/8444,長野県,地方公共団体|市役所関連団体,0,1,1
浅麓環境施設組合,8446,https://www2.njss.info/organizations/proc/8446,長野県,地方公共団体|市役所関連団体,0,15,13
佐久平環境衛生組合,8448,https://www2.njss.info/organizations/proc/8448,長野県,地方公共団体|市役所関連団体,0,0,0
湖周行政事務組合,8450,https://www2.njss.info/organizations/proc/8450,長野県,地方公共団体|市役所関連団体,0,0,0
伊南行政組合,8452,https://www2.njss.info/organizations/proc/8452,長野県,地方公共団体|市役所関連団体,0,2,1
諏訪中央病院組合,8454,https://www2.njss.info/organizations/proc/8454,長野県,地方公共団体|市役所関連団体,0,40,39
須高行政事務組合,8456,https://www2.njss.info/organizations/proc/8456,長野県,地方公共団体|市役所関連団体,0,6,6
淡路広域消防事務組合,8460,https://www2.njss.info/organizations/proc/8460,兵庫県,地方公共団体|市役所関連団体,0,242,231
奈良県葛城地区清掃事務組合,8462,https://www2.njss.info/organizations/proc/8462,奈良県,地方公共団体|市役所関連団体,0,17,14
光地区消防組合,8466,https://www2.njss.info/organizations/proc/8466,山口県,地方公共団体|市役所関連団体,0,63,53
粕屋北部消防組合,8468,https://www2.njss.info/organizations/proc/8468,福岡県,地方公共団体|市役所関連団体,0,20,16
東京都後期高齢者医療広域連合,8470,https://www2.njss.info/organizations/proc/8470,東京都,地方公共団体|市役所関連団体,0,27,14
山口県後期高齢者医療広域連合,8474,https://www2.njss.info/organizations/proc/8474,山口県,地方公共団体|市役所関連団体,0,45,42
北信広域連合,8476,https://www2.njss.info/organizations/proc/8476,長野県,地方公共団体|市役所関連団体,0,43,41
佐賀中部広域連合,8478,https://www2.njss.info/organizations/proc/8478,佐賀県,地方公共団体|市役所関連団体,0,154,144
五領川公共下水道事務組合,8480,https://www2.njss.info/organizations/proc/8480,福井県,地方公共団体|市役所関連団体,0,22,17
福井県丹南広域組合,8482,https://www2.njss.info/organizations/proc/8482,福井県,地方公共団体|市役所関連団体,0,5,1
津山圏域衛生処理組合,8486,https://www2.njss.info/organizations/proc/8486,岡山県,地方公共団体|市役所関連団体,0,7,6
伊予市松前町共立衛生組合,8490,https://www2.njss.info/organizations/proc/8490,愛媛県,地方公共団体|市役所関連団体,0,19,19
公立八女総合病院企業団,8492,https://www2.njss.info/organizations/proc/8492,福岡県,地方公共団体|市役所関連団体,0,81,18
宗像地区事務組合,8494,https://www2.njss.info/organizations/proc/8494,福岡県,地方公共団体|市役所関連団体,0,318,288
和歌山地方税回収機構,8498,https://www2.njss.info/organizations/proc/8498,和歌山県,地方公共団体|市役所関連団体,0,93,0
福井県後期高齢者医療広域連合,8500,https://www2.njss.info/organizations/proc/8500,福井県,地方公共団体|市役所関連団体,0,51,48
若狭広域行政事務組合,8508,https://www2.njss.info/organizations/proc/8508,福井県,地方公共団体|市役所関連団体,0,6,3
河口湖南中学校組合,8510,https://www2.njss.info/organizations/proc/8510,山梨県,地方公共団体|市役所関連団体,0,2,1
中巨摩地区広域事務組合,8512,https://www2.njss.info/organizations/proc/8512,山梨県,地方公共団体|市役所関連団体,0,7,7
山梨西部広域環境組合,8518,https://www2.njss.info/organizations/proc/8518,山梨県,地方公共団体|市役所関連団体,0,24,22
佐久市・北佐久郡環境施設組合,8520,https://www2.njss.info/organizations/proc/8520,長野県,地方公共団体|市役所関連団体,0,3,3
佐久環境衛生組合,8522,https://www2.njss.info/organizations/proc/8522,長野県,地方公共団体|市役所関連団体,0,3,1
長野県市町村自治振興組合,8524,https://www2.njss.info/organizations/proc/8524,長野県,地方公共団体|市役所関連団体,0,14,6
松塩筑木曽老人福祉施設組合,8526,https://www2.njss.info/organizations/proc/8526,長野県,地方公共団体|市役所関連団体,0,0,0
北信保健衛生施設組合,8528,https://www2.njss.info/organizations/proc/8528,長野県,地方公共団体|市役所関連団体,0,7,7
松塩地区広域施設組合,8530,https://www2.njss.info/organizations/proc/8530,長野県,地方公共団体|市役所関連団体,0,5,2
南濃衛生施設利用事務組合,8532,https://www2.njss.info/organizations/proc/8532,岐阜県,地方公共団体|市役所関連団体,0,58,54
岐北衛生施設利用組合,8534,https://www2.njss.info/organizations/proc/8534,岐阜県,地方公共団体|市役所関連団体,0,0,0
中濃地域広域行政事務組合,8536,https://www2.njss.info/organizations/proc/8536,岐阜県,地方公共団体|市役所関連団体,0,3,2
中濃消防組合,8538,https://www2.njss.info/organizations/proc/8538,岐阜県,地方公共団体|市役所関連団体,0,43,39
